File,Positive,Negative,Neutral
10185newsML_annotated,1.0,1.0,0.0
10186newsML_annotated,0.25,1.0,0.0
File,Positive,Negative,Neutral
10185newsML_annotated,1.0,1.0,0.0
10186newsML_annotated,0.25,1.0,0.0
File,Positive,Negative,Neutral
10185newsML_annotated,1.0,1.0,0.0
10186newsML_annotated,0.25,1.0,0.0
10188newsML_annotated,0.2,1.0,0.0
10189newsML_annotated,1.0,1.0,0.0
10190newsML_annotated,0.0,1.0,0.0
10191newsML_annotated,0.0,1.0,0.0
10193newsML_annotated,0.0,1.0,0.0
10194newsML_annotated,0.0,1.0,0.0
10195newsML_annotated,0.0,1.0,0.0
10198newsML_annotated,0.0,1.0,1.0
10202newsML_annotated,0.0,1.0,0.2
10203newsML_annotated,0.0,1.0,0.0
10204newsML_annotated,1.0,0.3333333333333333,0.3333333333333333
10206newsML_annotated,0.25,1.0,0.25
10207newsML_annotated,0.0,1.0,0.2
10208newsML_annotated,0.0,1.0,0.2
10210newsML_annotated,0.0,1.0,0.2
10211newsML_annotated,0.0,1.0,0.25
10212newsML_annotated,0.0,1.0,0.25
10214newsML_annotated,0.0,1.0,1.0
10216newsML_annotated,0.0,1.0,0.2
10218newsML_annotated,0.25,1.0,0.0
10221newsML_annotated,0.0,1.0,0.0
10222newsML_annotated,0.0,1.0,0.0
10224newsML_annotated,0.25,1.0,0.25
10226newsML_annotated,0.0,1.0,0.0
10227newsML_annotated,0.2,1.0,0.2
10228newsML_annotated,0.0,1.0,0.0
10229newsML_annotated,0.5,1.0,0.0
10230newsML_annotated,0.5,1.0,0.0
10231newsML_annotated,0.2,1.0,0.0
10233newsML_annotated,0.0,1.0,0.0
10234newsML_annotated,0.2,1.0,0.0
10235newsML_annotated,0.0,1.0,0.0
10236newsML_annotated,0.0,1.0,0.2
10238newsML_annotated,0.0,1.0,0.5
10240newsML_annotated,0.25,1.0,0.5
10242newsML_annotated,0.5,1.0,0.0
10243newsML_annotated,0.0,1.0,0.0
10244newsML_annotated,0.0,1.0,0.0
12536newsML_annotated,0.5,1.0,0.0
12537newsML_annotated,0.0,1.0,0.5
12538newsML_annotated,0.0,1.0,0.5
12541newsML_annotated,0.2,1.0,0.0
12542newsML_annotated,0.3333333333333333,1.0,0.3333333333333333
12543newsML_annotated,0.2,1.0,0.0
12545newsML_annotated,0.0,1.0,0.0
12547newsML_annotated,0.0,1.0,0.0
12549newsML_annotated,0.25,1.0,0.25
12550newsML_annotated,0.0,1.0,0.0
12552newsML_annotated,0.0,1.0,0.0
12554newsML_annotated,0.3333333333333333,1.0,0.6666666666666666
12555newsML_annotated,0.0,1.0,0.0
12556newsML_annotated,0.0,1.0,0.2
12558newsML_annotated,0.25,1.0,0.25
12560newsML_annotated,0.2,1.0,0.2
12570newsML_annotated,0.0,1.0,0.2
12573newsML_annotated,0.0,1.0,0.5
12575newsML_annotated,0.0,1.0,1.0
12576newsML_annotated,0.5,1.0,0.0
12577newsML_annotated,0.0,1.0,0.0
12578newsML_annotated,0.0,1.0,0.3333333333333333
12579newsML_annotated,0.3333333333333333,1.0,0.6666666666666666
12580newsML_annotated,0.0,1.0,0.5
12582newsML_annotated,0.25,1.0,0.25
12583newsML_annotated,0.0,1.0,0.0
12585newsML_annotated,0.0,1.0,0.0
12586newsML_annotated,0.0,1.0,0.5
12587newsML_annotated,0.42857142857142855,1.0,0.7142857142857143
12589newsML_annotated,0.5,1.0,0.5
12590newsML_annotated,0.0,1.0,0.6666666666666666
12591newsML_annotated,0.0,1.0,0.5
12593newsML_annotated,0.0,1.0,0.2
12595newsML_annotated,0.0,1.0,0.0
12596newsML_annotated,0.0,1.0,0.2
12600newsML_annotated,0.0,1.0,0.0
12602newsML_annotated,0.0,1.0,0.2
12603newsML_annotated,0.16666666666666666,1.0,0.0
12605newsML_annotated,0.2,1.0,0.0
12607newsML_annotated,0.0,1.0,0.6666666666666666
12608newsML_annotated,0.0,1.0,0.0
12611newsML_annotated,0.2,1.0,0.0
12612newsML_annotated,0.0,1.0,0.0
12613newsML_annotated,0.0,1.0,1.0
12615newsML_annotated,0.5,1.0,1.0
12867newsML_annotated,0.6666666666666666,1.0,0.3333333333333333
12869newsML_annotated,0.2,1.0,0.0
12870newsML_annotated,0.0,1.0,0.0
12871newsML_annotated,0.0,1.0,0.2
12872newsML_annotated,0.0,1.0,0.5
12876newsML_annotated,0.2,1.0,0.0
12877newsML_annotated,0.0,1.0,0.0
12879newsML_annotated,0.0,1.0,1.0
12882newsML_annotated,0.0,1.0,0.0
12883newsML_annotated,0.2,1.0,0.0
12884newsML_annotated,0.0,1.0,0.5
12885newsML_annotated,0.0,1.0,0.5
12886newsML_annotated,0.0,1.0,0.0
12887newsML_annotated,0.0,1.0,0.2
12888newsML_annotated,0.0,1.0,0.5
12889newsML_annotated,0.25,1.0,0.0
12890newsML_annotated,0.3333333333333333,1.0,0.6666666666666666
12891newsML_annotated,0.0,1.0,0.16666666666666666
12892newsML_annotated,0.2,1.0,0.0
12893newsML_annotated,0.0,1.0,0.0
12894newsML_annotated,0.0,0.3333333333333333,1.0
12895newsML_annotated,0.0,1.0,0.5
12896newsML_annotated,0.25,1.0,0.25
13386newsML_annotated,0.0,1.0,0.3333333333333333
13387newsML_annotated,0.0,1.0,0.2
13388newsML_annotated,0.0,1.0,0.2
13389newsML_annotated,0.0,1.0,0.0
13390newsML_annotated,0.25,1.0,0.0
13391newsML_annotated,0.2,1.0,0.0
13392newsML_annotated,0.0,1.0,0.2
13393newsML_annotated,0.0,1.0,0.2
13394newsML_annotated,0.2,1.0,0.0
13395newsML_annotated,0.0,1.0,0.0
13396newsML_annotated,0.0,1.0,0.5
13397newsML_annotated,0.0,1.0,0.0
13398newsML_annotated,0.25,1.0,0.25
13400newsML_annotated,0.0,1.0,0.0
13401newsML_annotated,0.0,1.0,0.0
13402newsML_annotated,0.0,0.5,1.0
13404newsML_annotated,0.0,1.0,0.0
13406newsML_annotated,0.0,1.0,0.2
13407newsML_annotated,0.0,1.0,0.2
13408newsML_annotated,0.0,1.0,0.2
13409newsML_annotated,0.0,1.0,0.0
13410newsML_annotated,0.0,1.0,0.0
13411newsML_annotated,0.0,1.0,0.0
15548newsML_annotated,0.25,1.0,0.25
15551newsML_annotated,0.0,1.0,0.0
15552newsML_annotated,0.0,1.0,0.25
15553newsML_annotated,0.3333333333333333,0.6666666666666666,1.0
15554newsML_annotated,0.0,1.0,0.0
15555newsML_annotated,0.75,1.0,0.0
15556newsML_annotated,0.2,1.0,0.0
15557newsML_annotated,0.3333333333333333,1.0,0.6666666666666666
15559newsML_annotated,0.0,1.0,0.0
15560newsML_annotated,1.0,1.0,0.0
15562newsML_annotated,0.25,1.0,0.5
15563newsML_annotated,0.0,1.0,0.0
15564newsML_annotated,0.0,1.0,0.3333333333333333
15565newsML_annotated,0.0,1.0,0.2
15566newsML_annotated,0.0,1.0,0.25
15567newsML_annotated,0.2,1.0,0.0
15569newsML_annotated,0.0,1.0,1.0
15570newsML_annotated,0.0,1.0,0.2
15572newsML_annotated,0.3333333333333333,1.0,0.6666666666666666
15573newsML_annotated,0.0,1.0,0.2
15575newsML_annotated,0.0,1.0,0.5
15576newsML_annotated,0.0,1.0,0.2
15577newsML_annotated,0.0,1.0,0.0
15578newsML_annotated,0.25,1.0,0.25
15579newsML_annotated,0.25,1.0,0.25
15580newsML_annotated,0.0,1.0,0.0
15581newsML_annotated,0.5,1.0,0.0
15583newsML_annotated,0.0,1.0,0.2
15585newsML_annotated,0.0,1.0,0.2
15586newsML_annotated,0.0,1.0,0.0
15589newsML_annotated,0.0,1.0,0.2
15590newsML_annotated,0.0,0.0,1.0
15591newsML_annotated,0.0,1.0,0.0
15592newsML_annotated,0.0,1.0,0.0
15594newsML_annotated,0.2,1.0,0.0
15597newsML_annotated,0.0,1.0,0.0
15598newsML_annotated,0.3333333333333333,1.0,0.6666666666666666
15599newsML_annotated,0.0,1.0,0.2
15600newsML_annotated,0.0,1.0,0.2
15601newsML_annotated,0.0,1.0,0.2
15602newsML_annotated,0.0,1.0,0.5
15603newsML_annotated,0.0,1.0,0.2
15604newsML_annotated,0.0,1.0,0.2
15605newsML_annotated,0.25,1.0,0.25
15606newsML_annotated,0.0,1.0,0.0
15607newsML_annotated,0.0,1.0,0.2
15609newsML_annotated,0.3333333333333333,1.0,0.6666666666666666
15610newsML_annotated,0.25,1.0,0.0
15611newsML_annotated,0.25,1.0,0.25
15612newsML_annotated,0.2,1.0,0.0
15613newsML_annotated,0.0,0.6,1.0
15614newsML_annotated,0.0,1.0,0.0
15615newsML_annotated,0.3333333333333333,1.0,0.6666666666666666
15616newsML_annotated,0.2,1.0,0.0
15618newsML_annotated,0.0,1.0,0.0
15619newsML_annotated,0.0,1.0,0.0
15620newsML_annotated,0.0,1.0,1.0
15621newsML_annotated,0.2,1.0,0.0
15622newsML_annotated,0.0,1.0,0.5
15623newsML_annotated,0.25,1.0,0.25
15624newsML_annotated,0.0,1.0,0.16666666666666666
15625newsML_annotated,0.0,1.0,0.0
15626newsML_annotated,0.2,1.0,0.0
15627newsML_annotated,1.0,1.0,1.0
15628newsML_annotated,0.3333333333333333,1.0,0.6666666666666666
15629newsML_annotated,0.25,1.0,0.25
15630newsML_annotated,0.0,1.0,0.2
15631newsML_annotated,0.0,1.0,0.5
15632newsML_annotated,0.0,1.0,0.2
15633newsML_annotated,0.0,1.0,0.0
15635newsML_annotated,0.0,1.0,0.0
15637newsML_annotated,0.0,1.0,0.0
15638newsML_annotated,0.3333333333333333,1.0,0.0
15639newsML_annotated,0.0,1.0,0.0
15640newsML_annotated,0.0,1.0,0.5
15642newsML_annotated,0.5,1.0,0.0
15643newsML_annotated,0.25,1.0,0.25
15644newsML_annotated,0.0,1.0,0.2
15645newsML_annotated,0.3333333333333333,1.0,0.6666666666666666
18100newsML_annotated,0.0,1.0,0.2
18101newsML_annotated,0.0,1.0,0.0
18102newsML_annotated,0.2,1.0,0.0
18103newsML_annotated,0.0,1.0,0.0
18104newsML_annotated,0.0,1.0,0.0
18105newsML_annotated,0.25,1.0,0.25
18106newsML_annotated,0.0,1.0,1.0
18107newsML_annotated,0.0,1.0,0.25
18108newsML_annotated,0.0,1.0,0.0
18110newsML_annotated,0.25,1.0,0.25
18111newsML_annotated,0.0,1.0,1.0
18114newsML_annotated,0.0,1.0,0.0
18117newsML_annotated,0.0,1.0,0.0
18120newsML_annotated,0.25,1.0,0.25
2286newsML_annotated,0.3333333333333333,1.0,0.3333333333333333
2287newsML_annotated,0.0,1.0,0.25
2288newsML_annotated,0.0,1.0,0.25
2290newsML_annotated,0.3333333333333333,1.0,0.3333333333333333
2291newsML_annotated,0.0,1.0,0.6666666666666666
2292newsML_annotated,0.0,1.0,0.6666666666666666
2293newsML_annotated,0.25,1.0,0.0
2294newsML_annotated,0.0,1.0,0.25
2295newsML_annotated,0.0,1.0,0.0
2296newsML_annotated,0.0,1.0,0.0
2297newsML_annotated,0.25,1.0,0.0
2298newsML_annotated,0.25,1.0,0.0
2299newsML_annotated,0.0,1.0,0.0
2301newsML_annotated,0.0,1.0,0.25
2302newsML_annotated,0.0,0.6666666666666666,1.0
2303newsML_annotated,0.3333333333333333,1.0,0.3333333333333333
2304newsML_annotated,0.25,1.0,0.0
2305newsML_annotated,0.0,1.0,0.0
2306newsML_annotated,0.0,1.0,0.0
2307newsML_annotated,0.0,1.0,0.0
2308newsML_annotated,0.0,1.0,0.16666666666666666
2309newsML_annotated,0.0,1.0,0.0
2310newsML_annotated,0.3333333333333333,1.0,0.3333333333333333
2311newsML_annotated,0.0,1.0,0.0
2312newsML_annotated,0.0,1.0,0.25
2313newsML_annotated,0.0,1.0,0.25
2314newsML_annotated,0.3333333333333333,1.0,0.3333333333333333
2315newsML_annotated,0.0,1.0,0.0
2316newsML_annotated,0.25,1.0,0.25
2317newsML_annotated,0.25,1.0,0.25
2319newsML_annotated,0.0,1.0,0.0
2320newsML_annotated,0.0,1.0,0.0
2321newsML_annotated,0.25,1.0,0.0
2322newsML_annotated,0.3333333333333333,1.0,0.3333333333333333
2323newsML_annotated,0.25,1.0,0.25
2324newsML_annotated,0.0,1.0,0.0
2325newsML_annotated,0.0,1.0,0.2
2326newsML_annotated,0.0,1.0,0.2
2327newsML_annotated,0.25,1.0,0.25
2328newsML_annotated,0.0,1.0,0.5
2329newsML_annotated,0.0,1.0,0.25
2330newsML_annotated,0.0,1.0,0.0
2331newsML_annotated,0.25,1.0,0.25
2332newsML_annotated,0.0,1.0,0.0
2333newsML_annotated,0.0,1.0,0.0
2334newsML_annotated,0.0,1.0,0.0
2337newsML_annotated,0.6666666666666666,1.0,0.3333333333333333
2339newsML_annotated,0.0,1.0,0.0
2342newsML_annotated,0.25,1.0,0.25
2343newsML_annotated,0.25,1.0,0.25
2344newsML_annotated,0.0,1.0,0.0
2345newsML_annotated,0.0,1.0,0.0
2346newsML_annotated,0.0,1.0,0.0
2348newsML_annotated,0.0,1.0,0.3333333333333333
2351newsML_annotated,0.0,0.0,1.0
2352newsML_annotated,0.6666666666666666,1.0,0.3333333333333333
2354newsML_annotated,0.5,1.0,1.0
2355newsML_annotated,0.2,1.0,0.0
2356newsML_annotated,0.0,1.0,0.0
2359newsML_annotated,0.0,1.0,0.0
2360newsML_annotated,0.0,1.0,0.2
2361newsML_annotated,0.0,1.0,0.0
2362newsML_annotated,0.0,1.0,0.0
2363newsML_annotated,0.0,1.0,0.2
2364newsML_annotated,0.5,1.0,0.0
2365newsML_annotated,0.0,1.0,0.0
2366newsML_annotated,0.25,1.0,0.25
2369newsML_annotated,0.0,1.0,0.0
2371newsML_annotated,0.0,1.0,0.0
2375newsML_annotated,0.25,1.0,0.0
2376newsML_annotated,0.0,1.0,0.2
2380newsML_annotated,0.3333333333333333,1.0,0.3333333333333333
2381newsML_annotated,0.0,1.0,0.0
2384newsML_annotated,0.0,1.0,0.3333333333333333
2386newsML_annotated,0.0,1.0,0.0
2387newsML_annotated,0.0,1.0,0.2
2389newsML_annotated,0.0,1.0,0.25
2399newsML_annotated,0.0,1.0,0.2
2400newsML_annotated,0.0,1.0,0.5
2402newsML_annotated,0.16666666666666666,1.0,0.0
2403newsML_annotated,0.0,1.0,0.0
2406newsML_annotated,0.0,1.0,0.0
2407newsML_annotated,0.0,1.0,0.0
2408newsML_annotated,0.0,1.0,0.0
2409newsML_annotated,0.6666666666666666,1.0,0.3333333333333333
2412newsML_annotated,0.0,1.0,0.0
2413newsML_annotated,0.0,1.0,0.5
2414newsML_annotated,0.3333333333333333,1.0,0.0
2415newsML_annotated,0.2,1.0,0.0
2416newsML_annotated,0.0,1.0,0.0
2420newsML_annotated,0.6666666666666666,1.0,0.3333333333333333
2422newsML_annotated,0.5,1.0,0.0
2423newsML_annotated,0.0,1.0,0.5
2424newsML_annotated,0.2,1.0,0.0
2425newsML_annotated,0.16666666666666666,1.0,0.0
2426newsML_annotated,0.0,1.0,0.0
2428newsML_annotated,0.0,1.0,0.0
2430newsML_annotated,0.0,1.0,0.0
2431newsML_annotated,0.0,1.0,0.2
2432newsML_annotated,0.0,0.6666666666666666,1.0
2433newsML_annotated,0.2,1.0,0.0
2434newsML_annotated,0.0,1.0,0.2
2435newsML_annotated,0.2,1.0,0.2
2437newsML_annotated,0.0,1.0,0.2
2438newsML_annotated,0.0,1.0,0.2
2439newsML_annotated,0.0,1.0,0.0
2440newsML_annotated,0.0,1.0,0.0
2442newsML_annotated,0.0,1.0,0.0
2444newsML_annotated,0.0,1.0,0.16666666666666666
2445newsML_annotated,0.0,1.0,0.5
2446newsML_annotated,0.25,1.0,0.0
2447newsML_annotated,0.0,1.0,1.0
2449newsML_annotated,0.0,1.0,0.2
2451newsML_annotated,0.25,1.0,0.25
2453newsML_annotated,0.3333333333333333,1.0,0.6666666666666666
2454newsML_annotated,0.0,1.0,0.16666666666666666
2455newsML_annotated,0.0,1.0,0.0
2457newsML_annotated,0.0,1.0,0.0
2458newsML_annotated,0.0,1.0,0.0
2459newsML_annotated,0.0,1.0,0.0
2461newsML_annotated,0.3333333333333333,1.0,0.6666666666666666
2462newsML_annotated,0.0,1.0,0.0
2463newsML_annotated,0.25,1.0,0.25
2465newsML_annotated,0.0,1.0,0.0
2469newsML_annotated,0.2,1.0,0.0
2470newsML_annotated,0.0,1.0,0.0
2472newsML_annotated,0.0,1.0,0.5
2473newsML_annotated,0.0,1.0,0.0
2474newsML_annotated,0.5,1.0,0.0
2475newsML_annotated,0.0,1.0,0.0
2478newsML_annotated,0.2,1.0,0.0
2479newsML_annotated,0.3333333333333333,0.6666666666666666,1.0
2480newsML_annotated,0.25,1.0,0.25
2481newsML_annotated,0.25,1.0,0.25
2482newsML_annotated,0.6666666666666666,1.0,0.3333333333333333
2483newsML_annotated,0.2,1.0,0.0
2484newsML_annotated,0.16666666666666666,1.0,0.0
2486newsML_annotated,0.0,1.0,0.0
2489newsML_annotated,0.25,1.0,0.25
2490newsML_annotated,0.0,1.0,0.0
2492newsML_annotated,0.0,1.0,0.0
2493newsML_annotated,0.0,1.0,0.2
2496newsML_annotated,1.0,1.0,0.0
2497newsML_annotated,0.0,1.0,0.5
2498newsML_annotated,0.25,1.0,0.25
2499newsML_annotated,0.2,1.0,0.2
2500newsML_annotated,0.5,1.0,0.0
2502newsML_annotated,0.2,1.0,0.0
2504newsML_annotated,0.2,1.0,0.0
2505newsML_annotated,0.2,1.0,0.0
2509newsML_annotated,0.3333333333333333,1.0,0.0
2510newsML_annotated,0.0,1.0,0.2
2513newsML_annotated,0.2,1.0,0.0
2515newsML_annotated,0.0,1.0,0.2
2518newsML_annotated,0.0,1.0,0.0
2520newsML_annotated,0.0,1.0,0.0
2522newsML_annotated,0.0,1.0,0.0
2523newsML_annotated,0.5,1.0,0.0
2525newsML_annotated,0.5,1.0,0.0
2526newsML_annotated,0.0,1.0,0.0
2527newsML_annotated,0.0,1.0,0.0
2528newsML_annotated,0.0,1.0,0.5
2529newsML_annotated,0.25,1.0,0.0
2531newsML_annotated,0.0,1.0,0.0
2532newsML_annotated,0.0,1.0,0.3333333333333333
2533newsML_annotated,0.0,1.0,0.0
2535newsML_annotated,0.0,1.0,0.3333333333333333
2536newsML_annotated,0.0,1.0,0.0
2537newsML_annotated,0.2,1.0,0.0
2538newsML_annotated,0.0,1.0,0.5
2540newsML_annotated,0.6666666666666666,1.0,0.6666666666666666
2541newsML_annotated,0.0,1.0,0.0
2543newsML_annotated,0.0,1.0,0.0
2544newsML_annotated,0.0,1.0,0.0
2545newsML_annotated,0.3333333333333333,1.0,0.0
2546newsML_annotated,0.0,1.0,0.2
2547newsML_annotated,0.0,1.0,0.0
2548newsML_annotated,0.0,1.0,0.2
2550newsML_annotated,0.0,1.0,0.2
2551newsML_annotated,1.0,1.0,1.0
2552newsML_annotated,0.0,1.0,0.0
2553newsML_annotated,0.2,1.0,0.0
2554newsML_annotated,0.25,1.0,0.25
2557newsML_annotated,0.0,1.0,0.5
2558newsML_annotated,0.3333333333333333,0.6666666666666666,1.0
2559newsML_annotated,0.2,1.0,0.2
2563newsML_annotated,0.2,1.0,0.2
2564newsML_annotated,0.0,1.0,0.0
2565newsML_annotated,0.0,1.0,0.0
2567newsML_annotated,0.0,1.0,0.5
2568newsML_annotated,0.0,1.0,0.2
2571newsML_annotated,0.2,1.0,0.0
2572newsML_annotated,0.2,1.0,0.0
2574newsML_annotated,0.25,1.0,0.25
2577newsML_annotated,0.0,1.0,0.0
2580newsML_annotated,0.0,1.0,0.2
2584newsML_annotated,0.0,1.0,0.2
2585newsML_annotated,0.0,1.0,0.5
2586newsML_annotated,0.0,1.0,0.0
2587newsML_annotated,0.0,1.0,0.2
2588newsML_annotated,0.0,1.0,0.0
2590newsML_annotated,0.3333333333333333,1.0,0.6666666666666666
2593newsML_annotated,0.25,1.0,0.25
2594newsML_annotated,0.0,1.0,0.25
2596newsML_annotated,0.0,1.0,0.5
2597newsML_annotated,0.5,1.0,0.0
2601newsML_annotated,0.0,1.0,0.0
2602newsML_annotated,0.0,1.0,0.6666666666666666
2603newsML_annotated,0.0,1.0,0.0
4948newsML_annotated,0.0,1.0,0.25
4949newsML_annotated,0.3333333333333333,1.0,0.6666666666666666
4950newsML_annotated,0.0,1.0,0.0
4951newsML_annotated,0.0,1.0,0.2
4952newsML_annotated,0.0,1.0,0.6666666666666666
4953newsML_annotated,0.0,1.0,0.2
4955newsML_annotated,0.0,1.0,0.0
4956newsML_annotated,0.0,1.0,0.16666666666666666
4957newsML_annotated,0.0,1.0,0.2
4959newsML_annotated,0.0,1.0,0.2
4960newsML_annotated,0.2,1.0,0.0
4961newsML_annotated,0.5,1.0,0.0
4962newsML_annotated,0.0,0.0,1.0
4963newsML_annotated,0.0,1.0,0.2
4964newsML_annotated,0.0,1.0,0.0
4965newsML_annotated,1.0,0.6666666666666666,0.3333333333333333
4966newsML_annotated,0.5,1.0,1.0
4967newsML_annotated,0.2,1.0,0.0
4972newsML_annotated,0.0,1.0,0.0
4977newsML_annotated,0.25,1.0,0.25
4978newsML_annotated,0.2,1.0,0.2
4979newsML_annotated,0.2,1.0,0.0
4980newsML_annotated,0.0,1.0,0.0
4981newsML_annotated,0.0,1.0,0.0
4982newsML_annotated,0.0,1.0,0.0
4983newsML_annotated,0.0,1.0,0.0
4984newsML_annotated,0.0,1.0,0.0
4985newsML_annotated,0.0,1.0,0.0
4987newsML_annotated,0.0,1.0,0.2
4989newsML_annotated,0.16666666666666666,1.0,0.0
4990newsML_annotated,0.0,1.0,0.0
4991newsML_annotated,0.0,1.0,0.0
4992newsML_annotated,0.0,1.0,0.0
4993newsML_annotated,0.25,1.0,0.0
4994newsML_annotated,0.0,1.0,0.2
4996newsML_annotated,0.0,1.0,0.5
4998newsML_annotated,0.0,1.0,0.0
5000newsML_annotated,0.0,1.0,0.2
7551newsML_annotated,0.2,1.0,0.0
7552newsML_annotated,0.0,1.0,0.0
7553newsML_annotated,0.0,1.0,0.6666666666666666
7554newsML_annotated,0.0,1.0,0.2
7557newsML_annotated,0.0,1.0,0.0
7558newsML_annotated,0.0,1.0,0.2
7559newsML_annotated,0.0,1.0,0.16666666666666666
7561newsML_annotated,0.2,1.0,0.0
7563newsML_annotated,0.0,1.0,0.5
7564newsML_annotated,0.0,1.0,0.0
7566newsML_annotated,0.25,1.0,0.0
7570newsML_annotated,0.2,1.0,0.0
7572newsML_annotated,0.0,1.0,0.0
7573newsML_annotated,0.0,1.0,0.0
7574newsML_annotated,0.3333333333333333,1.0,0.6666666666666666
7575newsML_annotated,0.0,1.0,0.2
7577newsML_annotated,0.25,1.0,0.25
7579newsML_annotated,0.0,1.0,0.2
7580newsML_annotated,0.2,1.0,0.0
7582newsML_annotated,0.0,1.0,0.16666666666666666
7583newsML_annotated,0.25,1.0,0.25
7584newsML_annotated,0.2,1.0,0.0
7585newsML_annotated,0.0,1.0,0.0
7586newsML_annotated,0.2,1.0,0.0
7587newsML_annotated,0.3333333333333333,1.0,0.6666666666666666
7588newsML_annotated,0.0,1.0,0.5
7591newsML_annotated,0.0,1.0,0.0
7592newsML_annotated,0.0,1.0,0.0
7593newsML_annotated,0.0,1.0,0.5
