Unigrams,Negation,Contrast,Positive entities,Negative entities,Class
down,false,No,0,0,negative
beat,false,No,0,0,negative
against,false,No,0,0,negative
refus,false,No,0,0,negative
work,false,No,0,0,negative
declar,false,No,0,0,negative
bankruptci,false,No,0,0,negative
fall,false,No,0,0,negative
through,false,No,0,0,negative
fell,false,No,0,0,negative
through,false,No,0,0,negative
file,false,No,0,0,negative
chapter,false,No,0,0,negative
bankruptci,false,No,0,0,negative
protect,false,No,0,0,negative
call,false,No,0,1,negative
warn,false,No,0,0,negative
tuesdai,false,No,0,0,negative
tension,false,No,0,0,negative
conflict,false,No,0,0,negative
protest,false,No,0,0,negative
against,false,No,0,0,negative
warn,false,No,0,0,negative
tuesdai,false,No,0,0,negative
protest,false,No,0,0,negative
includ,false,No,0,0,negative
like,false,No,0,0,negative
strike,false,No,0,0,negative
over,false,No,0,0,negative
weaken,false,No,0,0,negative
start,false,No,0,1,negative
week,false,No,0,1,negative
badli,false,No,0,1,negative
slip,false,No,0,0,negative
percent,false,No,0,0,negative
european,false,No,0,0,negative
upmarket,false,No,0,0,negative
threat,false,No,0,0,negative
repurcuss,false,No,0,0,negative
bloat,false,No,0,1,negative
price,false,No,0,1,negative
workforc,false,No,0,1,negative
complac,false,No,0,1,negative
manag,false,No,0,1,negative
tend,false,No,0,2,negative
give,false,No,0,2,negative
ghost,false,No,0,2,negative
pretti,false,No,0,2,negative
quickli,false,No,0,2,negative
suspend,false,No,0,0,negative
disciplin,false,No,0,0,negative
fail,false,No,0,0,negative
with,false,No,0,0,negative
skill,false,No,0,0,negative
care,false,No,0,0,negative
dilig,false,No,0,0,negative
start,false,No,0,0,negative
disciplinari,false,No,0,0,negative
action,false,No,0,0,negative
against,false,No,0,0,negative
stack,false,No,0,0,negative
billion,false,No,0,0,negative
unauthoris,false,No,0,0,negative
trade,false,No,0,0,negative
loss,false,No,0,0,negative
which,false,No,0,0,negative
crippl,false,No,0,0,negative
alreadi,false,No,0,1,negative
uncertainti,false,No,0,1,negative
start,false,No,0,1,negative
week,false,No,0,1,negative
badli,false,No,0,1,negative
slip,false,No,0,0,negative
percent,false,No,0,0,negative
down,false,No,0,0,negative
declin,false,No,0,0,negative
fall,false,No,0,0,negative
most,false,No,0,0,negative
unsettl,false,No,0,0,negative
lower,false,No,0,0,negative
retrench,false,No,0,0,negative
yield,false,No,0,0,negative
creep,false,No,0,0,negative
back,false,No,0,0,negative
poor,false,No,0,1,negative
perform,false,No,0,1,negative
were,false,No,0,0,negative
unabl,false,No,0,0,negative
hold,false,No,0,0,negative
fridai,false,No,0,0,negative
record,false,No,0,0,negative
close,false,No,0,0,negative
high,false,No,0,0,negative
start,false,No,0,1,negative
weaker,false,No,0,1,negative
start,false,No,1,0,negative
sharpli,false,No,1,0,negative
lower,false,No,1,0,negative
disappoint,false,No,0,1,negative
perform,false,No,0,1,negative
spark,false,No,0,1,negative
earli,false,No,0,1,negative
markdown,false,No,0,1,negative
with,false,No,0,1,negative
grenad,false,No,0,1,negative
possibl,false,No,0,1,negative
other,false,No,0,1,negative
explos,false,No,0,1,negative
becam,false,No,0,1,negative
angri,false,No,0,1,negative
take,false,No,0,0,negative
issu,false,No,0,0,negative
with,false,No,0,0,negative
world,false,No,0,0,negative
fastest,false,No,0,0,negative
titl,false,No,0,0,negative
mount,false,No,0,1,negative
campaign,false,No,0,1,negative
strip,false,No,0,1,negative
sprinter,false,No,0,1,negative
michael,false,No,0,1,negative
johnson,false,No,0,1,negative
titl,false,No,0,1,negative
world,false,No,0,1,negative
fastest,false,No,0,1,negative
involv,false,No,0,0,negative
lengthi,false,No,0,0,negative
battl,false,No,0,0,negative
reject,false,No,0,0,negative
sack,false,No,0,0,negative
accept,false,No,0,0,negative
fire,false,No,0,0,negative
sack,false,No,0,0,negative
selloff,false,No,0,1,negative
irregular,false,No,0,1,negative
press,false,No,0,1,negative
lack,false,No,0,0,negative
vision,false,No,0,0,negative
irregula,false,No,0,0,negative
inadequ,false,No,0,1,negative
plan,false,No,0,1,negative
fail,false,No,1,0,negative
consist,false,No,1,0,negative
repres,false,No,1,0,negative
disput,false,No,0,0,negative
lower,false,No,0,0,negative
beat,false,No,0,0,negative
declin,false,No,0,0,negative
agre,false,No,0,2,negative
plead,false,No,0,2,negative
guilti,false,No,0,2,negative
admit,false,No,0,2,negative
conspir,false,No,0,2,negative
price,false,No,0,2,negative
elimin,false,No,0,2,negative
competit,false,No,0,2,negative
worldwid,false,No,0,2,negative
market,false,No,0,2,negative
lysin,false,No,0,2,negative
anim,false,No,0,2,negative
feed,false,No,0,2,negative
supplement,false,No,0,2,negative
left,false,No,0,1,negative
irreconcil,false,No,0,1,negative
differ,false,No,0,1,negative
laid,false,No,0,1,negative
recal,false,No,0,0,negative
just,true,No,0,0,negative
didnt,true,No,0,0,negative
make,true,No,0,0,negative
sens,true,No,0,0,negative
focu,false,No,0,0,negative
fall,false,No,0,0,negative
pipelin,false,No,0,0,negative
gold,false,No,0,0,negative
issu,false,No,0,0,negative
give,false,No,0,0,negative
back,false,No,0,0,negative
some,false,No,0,0,negative
gain,false,No,0,0,negative
lost,false,No,0,0,negative
close,false,No,0,0,negative
higher,false,No,0,0,negative
fell,false,No,0,0,negative
fell,false,No,0,0,negative
shed,false,No,0,0,negative
lower,false,No,0,0,negative
lost,false,No,0,0,negative
defend,false,No,0,0,negative
defend,false,No,0,0,negative
lock,false,No,0,0,negative
horn,false,No,0,0,negative
insolv,false,No,0,1,negative
deadlin,false,No,0,0,negative
loom,false,No,0,0,negative
threaten,false,No,0,1,negative
throw,false,No,0,1,negative
recoveri,false,No,0,1,negative
plan,false,No,0,1,negative
track,false,No,0,1,negative
freez,false,No,0,0,negative
declar,false,No,0,0,negative
bankruptci,false,No,0,0,negative
fall,false,No,0,0,negative
through,false,No,0,0,negative
effort,false,No,0,1,negative
sell,false,No,0,1,negative
compani,false,No,0,1,negative
fell,false,No,0,1,negative
through,false,No,0,1,negative
stake,false,No,0,0,negative
claim,false,No,0,0,negative
threaten,false,No,0,0,negative
argu,false,No,0,0,negative
could,false,No,0,0,negative
eventu,false,No,0,0,negative
lead,false,No,0,0,negative
collaps,false,No,0,0,negative
fell,false,No,0,0,negative
slightli,false,No,0,0,negative
disappoint,false,No,0,0,negative
grow,false,No,0,0,negative
pressur,false,No,0,0,negative
report,false,No,0,1,negative
million,false,No,0,1,negative
real,false,No,0,1,negative
loss,false,No,0,1,negative
oper,false,No,0,0,negative
lost,false,No,0,0,negative
higher,false,No,0,0,negative
than,false,No,0,0,negative
expect,false,No,0,0,negative
loss,false,No,0,0,negative
closur,false,No,0,0,negative
which,false,No,0,0,negative
said,false,No,0,0,negative
harm,false,No,0,0,negative
some,false,No,0,0,negative
escal,false,No,0,0,negative
tension,false,No,0,0,negative
over,false,No,0,0,negative
disput,false,No,0,0,negative
subsidi,false,No,0,0,negative
state,false,No,0,0,negative
saxoni,false,No,0,0,negative
file,false,No,0,0,negative
complaint,false,No,0,0,negative
studi,false,No,0,0,negative
appeal,false,No,0,0,negative
against,false,No,0,0,negative
disgrac,false,No,0,0,negative
sentenc,false,No,0,0,negative
death,false,No,0,0,negative
charg,false,No,0,0,negative
mutini,false,No,0,0,negative
treason,false,No,0,0,negative
studi,false,No,0,0,negative
challeng,false,No,0,0,negative
appeal,false,No,0,0,negative
against,false,No,0,0,negative
prepar,false,No,0,0,negative
challeng,false,No,0,0,negative
some,false,No,0,2,negative
foreign,false,No,0,2,negative
investor,false,No,0,2,negative
have,false,No,0,2,negative
been,false,No,0,2,negative
shrink,false,No,0,1,negative
stem,false,No,0,0,negative
against,false,No,0,2,negative
each,false,No,0,2,negative
other,false,No,0,2,negative
same,false,No,0,2,negative
busi,false,No,0,2,negative
spark,false,No,0,1,negative
racist,false,No,0,1,negative
charg,false,No,0,1,negative
accus,false,No,0,0,negative
viewer,false,No,0,0,negative
promot,false,No,0,0,negative
racism,false,No,0,0,negative
protest,false,No,0,0,negative
misconstru,false,No,0,0,negative
disturb,false,No,0,2,negative
drew,false,No,0,0,negative
complaint,false,No,0,0,negative
from,false,No,0,0,negative
viewer,false,No,0,0,negative
restrict,false,No,0,0,negative
grow,false,No,0,2,negative
public,false,No,0,2,negative
concern,false,No,0,2,negative
about,false,No,0,2,negative
demon,false,No,0,2,negative
imag,false,No,0,2,negative
advertis,false,No,0,2,negative
distress,false,No,0,0,negative
scari,false,No,0,2,negative
were,false,No,0,0,negative
high,false,No,0,0,negative
retreat,false,No,0,0,negative
down,false,No,0,0,negative
weaker,false,No,0,0,negative
announc,true,No,0,0,negative
plan,true,No,0,0,negative
downward,false,No,0,0,negative
correct,false,No,0,0,negative
pare,false,No,0,0,negative
gain,false,No,0,0,negative
sign,false,No,0,0,negative
that,false,No,0,0,negative
ralli,false,No,0,0,negative
could,false,No,0,0,negative
lose,false,No,0,0,negative
momentum,false,No,0,0,negative
possibl,false,No,1,0,negative
damag,false,No,1,0,negative
arous,false,No,0,0,negative
worri,false,No,0,0,negative
shortag,false,No,0,0,negative
qualiti,false,No,0,0,negative
coffe,false,No,0,0,negative
avail,false,No,0,0,negative
immedi,false,No,0,0,negative
concern,false,No,0,0,negative
loss,false,No,0,0,negative
weak,false,No,0,0,negative
lower,false,No,0,0,negative
mute,false,No,0,0,negative
ongo,false,No,0,0,negative
weak,false,No,0,0,negative
lower,false,No,0,0,negative
close,false,No,0,0,negative
underpin,false,No,0,0,negative
close,false,No,0,0,negative
lower,false,No,0,0,negative
skim,false,No,0,0,negative
point,false,No,0,0,negative
lower,false,No,0,0,negative
loss,false,No,0,0,negative
weak,false,No,0,0,negative
kept,false,No,0,0,negative
held,false,No,0,0,negative
seri,false,No,0,0,negative
strike,false,No,0,0,negative
disput,false,No,0,0,negative
over,false,No,0,0,negative
have,false,No,0,1,negative
stage,false,No,0,1,negative
short,false,No,0,1,negative
stoppag,false,No,0,1,negative
been,false,No,0,0,negative
affect,false,No,0,0,negative
disput,false,No,0,0,negative
reason,false,No,1,0,negative
risk,false,No,1,0,negative
that,false,No,1,0,negative
happen,false,No,1,0,negative
ground,false,No,0,0,negative
object,false,No,0,0,negative
forc,false,No,0,1,negative
call,false,No,0,1,negative
deni,false,No,0,0,negative
object,false,No,0,0,negative
utterli,false,No,1,0,negative
refus,false,No,1,0,negative
reject,false,No,0,0,negative
fight,false,No,0,0,negative
shun,false,No,0,0,negative
rebuff,false,No,0,0,negative
back,false,No,0,0,negative
rampag,false,No,0,0,negative
wipe,false,No,0,0,negative
flat,false,No,0,1,negative
down,false,No,0,0,negative
ecolog,false,No,0,1,negative
warfar,false,No,0,1,negative
broken,false,No,0,1,negative
strike,false,No,0,0,negative
seen,false,No,0,0,negative
busi,false,No,0,0,negative
risk,false,No,0,0,negative
target,false,No,0,0,negative
target,false,No,0,0,negative
were,false,No,0,0,negative
wound,false,No,0,0,negative
riot,false,No,0,0,negative
would,false,No,0,0,negative
exclud,false,No,0,0,negative
from,false,No,0,0,negative
championship,false,No,0,0,negative
infuri,false,No,0,0,negative
slip,false,No,1,0,negative
sharpli,false,No,1,0,negative
weaken,false,No,0,1,negative
franc,false,No,0,1,negative
fear,false,No,0,1,negative
industri,false,No,0,1,negative
unrest,false,No,0,1,negative
recent,false,No,0,0,negative
project,false,No,0,0,negative
loss,false,No,0,0,negative
uncertainti,false,No,0,0,negative
face,false,No,0,0,negative
onlin,false,No,0,0,negative
industri,false,No,0,0,negative
report,false,No,0,0,negative
loss,false,No,0,0,negative
project,false,No,0,0,negative
loss,false,No,0,0,negative
drop,false,No,0,0,negative
hurt,false,No,0,0,negative
have,false,No,0,1,negative
been,false,No,0,1,negative
hurt,false,No,0,1,negative
fell,false,No,0,0,negative
slightli,false,No,0,0,negative
down,false,No,0,0,negative
boost,false,No,0,0,negative
fall,false,No,0,0,negative
minu,false,No,0,0,negative
seven,false,No,0,0,negative
would,false,No,0,1,negative
stai,false,No,0,1,negative
rock,false,No,0,1,negative
bottom,false,No,0,1,negative
level,false,No,0,1,negative
weaken,false,No,0,0,negative
record,false,No,0,0,negative
down,false,No,0,0,negative
strike,false,No,0,0,negative
worri,false,No,0,0,negative
jolt,false,No,0,0,negative
grew,false,No,0,2,negative
unexpectedli,false,No,0,2,negative
gloomi,false,No,0,2,negative
jolt,false,No,0,0,negative
fall,false,No,0,0,negative
minu,false,No,0,0,negative
seven,false,No,0,0,negative
potenti,false,No,0,1,negative
worri,false,No,0,1,negative
look,false,No,0,1,negative
number,false,No,0,1,negative
infect,false,No,0,1,negative
anim,false,No,0,1,negative
that,false,No,0,1,negative
enter,false,No,0,1,negative
food,false,No,0,1,negative
chain,false,No,0,1,negative
hard,false,No,1,2,negative
epidem,false,No,1,2,negative
faster,false,No,1,2,negative
without,false,No,1,2,negative
slaughter,false,No,1,2,negative
vast,false,No,1,2,negative
number,false,No,1,2,negative
cattl,false,No,1,2,negative
below,false,No,0,0,negative
level,false,No,0,0,negative
fall,false,No,0,0,negative
show,false,No,0,0,negative
drop,false,No,0,0,negative
down,false,No,0,0,negative
down,false,No,0,0,negative
pitfal,false,No,0,0,negative
ahead,false,No,0,0,negative
falter,false,No,0,0,negative
wari,false,No,0,0,negative
have,false,No,0,2,negative
threaten,false,No,0,2,negative
bring,false,No,0,2,negative
down,false,No,0,2,negative
month,false,No,0,0,negative
crisi,false,No,0,0,negative
free,false,No,0,1,negative
fall,false,No,0,1,negative
peso,false,No,0,1,negative
stubbornli,false,No,0,1,negative
high,false,No,0,1,negative
interest,false,No,0,1,negative
rate,false,No,0,1,negative
report,false,No,0,0,negative
loss,false,No,0,0,negative
predict,false,No,0,0,negative
second,false,No,0,0,negative
quarter,false,No,0,0,negative
loss,false,No,0,0,negative
report,false,No,1,0,negative
surprisingli,false,No,1,0,negative
larg,false,No,1,0,negative
million,false,No,1,0,negative
fiscal,false,No,1,0,negative
first,false,No,1,0,negative
quarter,false,No,1,0,negative
loss,false,No,1,0,negative
blame,false,No,0,0,negative
declin,false,No,0,0,negative
tumbl,false,No,0,1,negative
fell,false,No,0,0,negative
fell,false,No,0,0,negative
fell,false,No,0,0,negative
enorm,true,No,1,0,negative
financi,true,No,1,0,negative
burden,true,No,1,0,negative
vigor,false,No,1,1,negative
defend,false,No,1,1,negative
itself,false,No,1,1,negative
against,false,No,1,1,negative
suit,false,No,0,0,negative
against,false,No,0,0,negative
what,false,No,0,0,negative
were,false,No,0,0,negative
concern,false,No,0,0,negative
about,false,No,0,0,negative
rippl,false,No,0,0,negative
effect,false,No,0,0,negative
bring,false,No,0,0,negative
also,false,No,0,1,negative
translat,false,No,0,1,negative
into,false,No,0,1,negative
higher,false,No,0,1,negative
price,false,No,0,1,negative
hamburg,false,No,0,1,negative
pizza,false,No,0,1,negative
other,false,No,0,1,negative
fast,false,No,0,1,negative
food,false,No,0,1,negative
item,false,No,0,1,negative
slow,false,No,0,0,negative
economi,true,No,0,0,negative
slow,true,No,0,0,negative
from,true,No,0,0,negative
burst,true,No,0,0,negative
growth,true,No,0,0,negative
second,true,No,0,0,negative
quarter,true,No,0,0,negative
without,true,No,0,0,negative
inflat,true,No,0,0,negative
heat,true,No,0,0,negative
underw,false,No,0,0,negative
second,false,No,0,0,negative
court,false,No,0,0,negative
interrog,false,No,0,0,negative
appli,false,No,0,1,negative
injunct,false,No,0,1,negative
block,false,No,0,1,negative
fell,false,No,0,0,negative
beat,false,No,0,0,negative
stop,false,No,0,1,negative
merger,false,No,0,1,negative
accus,false,No,0,0,negative
file,false,No,0,0,negative
lawsuit,false,No,0,0,negative
tuesdai,false,No,0,0,negative
against,false,No,0,0,negative
slip,false,No,0,0,negative
slip,false,No,0,0,negative
stung,false,No,0,0,negative
close,false,No,0,1,negative
down,false,No,0,1,negative
overh,false,No,0,0,negative
slow,false,No,0,0,negative
recent,false,No,0,0,negative
weaken,false,No,0,0,negative
have,false,No,0,0,negative
stall,false,No,0,0,negative
prioriti,false,No,0,0,negative
would,false,No,0,0,negative
elimin,false,No,0,0,negative
unfair,false,No,0,0,negative
export,false,No,0,0,negative
subsidi,false,No,0,0,negative
control,false,No,0,0,negative
call,false,No,0,0,negative
undergo,false,No,0,0,negative
grill,false,No,0,0,negative
face,false,No,0,0,negative
three,false,No,0,0,negative
hour,false,No,0,0,negative
grill,false,No,0,0,negative
threaten,false,No,0,2,negative
last,false,No,0,2,negative
minut,false,No,0,2,negative
upset,false,No,0,2,negative
appli,false,No,0,1,negative
injunct,false,No,0,1,negative
stop,false,No,0,1,negative
contraven,false,No,0,0,negative
fight,false,No,0,1,negative
action,false,No,0,1,negative
person,false,No,0,1,negative
underw,false,No,0,1,negative
sever,false,No,0,1,negative
hour,false,No,0,1,negative
cross,false,No,0,1,negative
examin,false,No,0,1,negative
fault,false,No,0,0,negative
accus,false,No,0,0,negative
pull,false,No,0,0,negative
talk,false,No,0,0,negative
hammer,false,No,0,0,negative
refus,false,No,0,0,negative
accept,false,No,0,0,negative
split,false,No,0,0,negative
split,false,No,0,1,negative
apart,false,No,0,1,negative
sank,false,No,0,1,negative
lowest,false,No,0,1,negative
level,false,No,0,1,negative
year,false,No,0,1,negative
month,false,No,0,1,negative
percent,false,No,0,0,negative
slide,false,No,0,0,negative
slump,false,No,0,0,negative
swollen,false,No,0,0,negative
gain,false,No,0,0,negative
from,false,No,0,0,negative
sell,false,No,0,0,negative
unit,false,No,0,0,negative
down,false,No,0,0,negative
took,false,No,0,0,negative
biggest,false,No,0,0,negative
batter,false,No,0,0,negative
sold,false,No,0,0,negative
million,false,No,0,0,negative
down,false,No,0,0,negative
slow,false,No,0,0,negative
slow,false,No,0,0,negative
slowdown,false,No,0,0,negative
loss,false,No,0,0,negative
grow,false,No,0,0,negative
expand,false,No,0,0,negative
percent,false,No,0,0,negative
million,false,No,0,0,negative
pound,false,No,0,0,negative
fallen,false,No,1,0,negative
well,false,No,1,0,negative
below,false,No,1,0,negative
still,false,No,1,2,negative
well,false,No,1,2,negative
short,false,No,1,2,negative
penc,false,No,1,2,negative
level,false,No,1,2,negative
flotat,false,No,1,2,negative
falter,false,No,0,0,negative
further,false,No,0,2,negative
stumbl,false,No,0,2,negative
block,false,No,0,2,negative
imposs,false,No,0,1,negative
loom,false,No,0,0,negative
slip,false,No,0,0,negative
were,false,No,0,0,negative
below,false,No,0,0,negative
threaten,false,No,0,2,negative
last,false,No,0,2,negative
minut,false,No,0,2,negative
upset,false,No,0,2,negative
down,false,No,0,0,negative
fell,false,No,0,0,negative
fell,false,No,0,0,negative
fail,false,No,0,1,negative
give,false,No,0,1,negative
buoyanc,false,No,0,1,negative
plung,false,No,0,0,negative
drop,false,No,0,0,negative
jail,false,No,0,0,negative
fail,false,No,0,0,negative
jail,false,No,0,0,negative
fraud,false,No,0,0,negative
found,false,No,0,1,negative
guilti,false,No,0,1,negative
improperli,false,No,0,0,negative
posit,false,No,0,0,negative
shed,false,No,0,0,negative
lower,false,No,0,0,negative
burn,false,No,0,0,negative
burnt,false,No,0,0,negative
australian,false,No,0,0,negative
flag,false,No,0,0,negative
stage,false,No,0,0,negative
ralli,false,No,0,0,negative
brisban,false,No,0,0,negative
adelaid,false,No,0,0,negative
against,false,No,0,0,negative
rowdi,false,No,0,0,negative
stamp,false,No,0,1,negative
stamp,false,No,0,1,negative
rowdi,false,No,0,0,negative
attack,false,No,0,0,negative
repel,false,No,0,0,negative
repeatedli,false,No,0,0,negative
kick,false,No,0,0,negative
riot,false,No,0,0,negative
anti,false,No,0,0,negative
govern,false,No,0,0,negative
ralli,false,No,0,0,negative
clash,false,No,0,0,negative
against,false,No,0,0,negative
sank,false,No,0,0,negative
ventur,false,No,0,0,negative
down,false,No,0,0,negative
narrow,false,No,0,0,negative
misunderstood,false,No,0,0,negative
poor,false,No,0,1,negative
perform,false,No,0,1,negative
poor,false,No,0,1,negative
return,false,No,0,1,negative
easi,true,No,0,0,negative
complaint,false,No,0,0,negative
surg,false,No,0,0,negative
over,false,No,0,0,negative
complaint,false,No,0,0,negative
broke,false,No,0,1,negative
rule,false,No,0,1,negative
breach,false,No,0,0,negative
degener,false,No,0,0,negative
battl,false,No,0,0,negative
against,false,No,0,0,negative
cautiou,false,No,1,0,negative
ahead,false,No,1,0,negative
below,false,No,0,0,negative
lower,false,No,0,0,negative
fell,false,No,0,0,negative
lower,false,No,0,0,negative
loss,false,No,0,0,negative
loss,false,No,0,0,negative
widen,false,No,0,0,negative
stronger,false,No,0,0,negative
without,false,No,0,0,negative
regard,false,No,0,0,negative
concern,false,No,0,0,negative
against,false,No,0,0,negative
suffer,false,No,0,0,negative
sharpli,false,No,1,0,negative
lower,false,No,1,0,negative
correspond,true,No,0,0,negative
lose,false,No,0,0,negative
fell,false,No,0,0,negative
fall,false,No,0,0,negative
back,false,No,0,0,negative
well,false,No,1,0,negative
below,false,No,1,0,negative
hasten,false,No,0,0,negative
downward,false,No,0,0,negative
correct,false,No,0,0,negative
shrank,false,No,0,0,negative
lose,false,No,0,1,negative
uncertain,false,No,0,1,negative
fall,false,No,0,0,negative
fall,false,No,0,0,negative
down,false,No,0,0,negative
down,false,No,0,0,negative
ineffect,false,No,0,0,negative
deficit,false,No,0,0,negative
debt,false,No,0,0,negative
spark,false,No,0,1,negative
violent,false,No,0,1,negative
protest,false,No,0,1,negative
reduc,false,No,0,1,negative
attack,false,No,0,0,negative
danger,false,No,0,1,negative
expos,false,No,0,1,negative
slash,false,No,0,0,negative
heat,false,No,0,0,negative
opposit,false,No,0,0,negative
slip,false,No,0,0,negative
below,false,No,0,0,negative
down,false,No,0,0,negative
mute,false,No,0,0,negative
turnov,true,No,0,1,negative
poor,true,No,0,1,negative
mute,false,No,0,0,negative
hurt,false,No,0,0,negative
touch,false,No,0,1,negative
problem,false,No,0,0,negative
backfir,false,No,0,0,negative
spark,false,No,0,0,negative
into,false,No,0,0,negative
expect,false,No,0,1,negative
declin,false,No,0,1,negative
slide,false,No,0,0,negative
fell,false,No,0,0,negative
slow,false,No,0,1,negative
lane,false,No,0,1,negative
look,true,No,0,1,negative
like,true,No,0,1,negative
will,true,No,0,1,negative
move,true,No,0,1,negative
slow,true,No,0,1,negative
lane,true,No,0,1,negative
down,false,No,0,0,negative
wari,false,No,0,0,negative
wari,false,No,0,0,negative
deni,false,No,0,0,negative
prohibit,false,No,0,0,negative
hurt,false,No,0,0,negative
good,false,No,1,0,negative
uncompetit,false,No,0,1,negative
worst,false,No,0,1,negative
campu,false,No,0,1,negative
violenc,false,No,0,1,negative
lack,false,No,0,0,negative
isol,false,No,0,0,negative
isol,false,No,0,0,negative
alien,false,No,0,0,negative
block,false,No,0,0,negative
their,false,No,0,0,negative
effort,false,No,0,0,negative
drop,false,No,0,0,negative
fall,false,No,0,0,negative
flag,false,No,0,0,negative
plung,false,No,0,0,negative
against,false,No,0,0,negative
accus,false,No,0,0,negative
damag,false,No,0,0,negative
ineffici,false,No,0,1,negative
show,false,No,0,0,negative
lack,false,No,0,0,negative
leadership,false,No,0,0,negative
abus,false,No,0,0,negative
damag,false,No,0,0,negative
bring,false,No,0,2,negative
down,false,No,0,2,negative
compens,false,No,0,0,negative
loss,false,No,0,0,negative
threaten,false,No,0,0,negative
foul,false,No,0,0,negative
perplex,false,No,0,0,negative
nervou,false,No,0,1,negative
strain,false,No,0,1,negative
savag,false,No,0,1,negative
failur,false,No,0,0,negative
address,false,No,0,0,negative
failur,true,No,0,0,negative
address,true,No,0,0,negative
econom,true,No,0,0,negative
polit,true,No,0,0,negative
problem,true,No,0,0,negative
polit,false,No,0,0,negative
instabl,false,No,0,0,negative
face,false,No,1,0,negative
financi,false,No,1,0,negative
collaps,false,No,1,0,negative
face,false,No,1,0,negative
financi,false,No,1,0,negative
collaps,false,No,1,0,negative
lift,true,No,0,0,negative
fail,false,No,0,1,negative
face,false,No,1,0,negative
liquid,false,No,1,0,negative
crisi,false,No,1,0,negative
financi,false,No,1,0,negative
collaps,false,No,1,0,negative
declin,false,No,0,0,negative
close,false,No,0,0,negative
lower,false,No,0,0,negative
dull,false,No,0,0,negative
trade,false,No,0,0,negative
fell,false,No,0,0,negative
fell,false,No,0,0,negative
look,false,No,1,0,negative
realli,false,No,1,0,negative
keep,false,No,0,0,negative
pressur,false,No,0,0,negative
maintain,false,No,0,0,negative
pressur,false,No,0,0,negative
acceler,false,No,0,0,negative
damag,false,No,0,0,negative
hurt,false,No,0,0,negative
stagnat,false,No,0,0,negative
damag,false,No,0,0,negative
stagnat,false,No,0,0,negative
unfavor,true,No,0,0,negative
econom,true,No,0,0,negative
condit,true,No,0,0,negative
poor,false,No,0,1,negative
perform,false,No,0,1,negative
slower,false,No,0,0,negative
capit,false,No,0,0,negative
inflow,false,No,0,0,negative
face,false,No,0,0,negative
energi,false,No,0,0,negative
shortag,false,No,0,0,negative
isol,false,No,0,0,negative
went,false,No,1,0,negative
bankrupt,false,No,1,0,negative
captiv,false,No,0,0,negative
harrow,false,No,0,0,negative
harrow,false,No,0,0,negative
kidnap,false,No,0,0,negative
tremend,false,No,0,0,negative
toll,false,No,0,0,negative
alleg,false,No,0,0,negative
scheme,false,No,0,0,negative
convict,false,No,0,0,negative
well,false,No,2,1,negative
awar,false,No,2,1,negative
alleg,false,No,2,1,negative
action,false,No,2,1,negative
sharp,false,No,0,0,negative
drop,false,No,0,0,negative
disappoint,false,No,0,0,negative
shrank,false,No,0,0,negative
fell,false,No,1,0,negative
sharpli,false,No,1,0,negative
rose,false,No,0,0,negative
drop,false,No,0,0,negative
spurn,false,No,0,0,negative
drop,false,No,0,0,negative
hostil,false,No,0,0,negative
tender,false,No,0,0,negative
offer,false,No,0,0,negative
report,false,No,1,0,negative
million,false,No,1,0,negative
fiscal,false,No,1,0,negative
first,false,No,1,0,negative
quarter,false,No,1,0,negative
loss,false,No,1,0,negative
expect,false,No,0,0,negative
loss,false,No,0,0,negative
fell,false,No,0,0,negative-uncertain
slightli,false,No,0,0,negative-uncertain
rais,false,No,0,0,negative-uncertain
price,false,No,0,0,negative-uncertain
after,false,No,0,0,negative-uncertain
minimum,false,No,0,0,negative-uncertain
wage,false,No,0,0,negative-uncertain
